"RSWKTag","url","language","year","title","publisher_city","publisher","singularTag","subject","schoollevel","titleAlt","author","schooltype"
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN640607268",,"1892","Geschichtsbilder für die Oberstufe mehrklassiger Schulen","Breslau","Goerlich","[]","Geschichtsunterricht","Sekundarstufe 1","Realienbuch",,"Hauptschule"
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN640485782",,"1892","Geschichte","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 1","Vorbereitungen und Entwürfe aus dem gesamten Unterrichtsgebiete der deutschen Volksschule",,"Hauptschule"
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN637675029",,"1892","Geschichts-Leitfaden für Bürger- und Mittelschulen","Gera","Hofmann","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Realschule"
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN637462203",,"1892","Leitfaden der deutschen Geschichte","Leipzig","Voigtländer",,"Geschichtsunterricht","Sekundarstufe 1",,,"Realschule"
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN636345424",,"1892","Lehr- und Lesebuch für den Deutschen Geschichtsunterricht","Halle (Saale)","Schroedel","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Realschule"
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN635737361",,"1892","Hilfsbuch für den Geschichtsunterricht in Präparandenanstalten","Breslau","Helwing","[]","Geschichtsunterricht","Lehrerbildung",,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN631115951",,"1892",,"Aachen","Barth","[]","Geschichtsunterricht","Sekundarstufe 1","Leitfaden für den Geschichtsunterricht in den unteren Klassen höherer Lehranstalten",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN63092760X",,"1892","Leitfaden für die biographische Vorstufe des Geschichtsunterrichts","Altenburg","Pierer",,"Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN630626928",,"1892","Lehr- und Lesebuch der Geschichte von der Gegenwart bis auf Kaiser Karl den Großen","Berlin","Mittler","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN627232124",,"1892","Leitfaden für den Unterricht in der Geschichte","Leipzig","Hirt",,"Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN623440725",,"1892","Deutsche Sagen und Geschichtsbilder aus dem Mittelalter","Leipzig","Freytag","[]","Geschichtsunterricht","Sekundarstufe 1","Bilder und Erzählungen aus der allgemeinen und deutschen Geschichte",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN622888714",,"1892","Das @Mittelalter und die Neuzeit","Leipzig","Voigtländer","[]","Geschichtsunterricht","Sekundarstufe 1","Grundriß der Weltgeschichte",,"Gymnasium"
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN622479539","ger","1892","Grundzüge der Sächsischen Geschichte für Lehrer und Schüler höherer Schulen","Dresden","Huhle","[]","Geschichtsunterricht","Sekundarstufe 2",,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN620767480",,"1892","Die @Neuzeit","Gotha","Perthes","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für die Prima höherer Lehranstalten",,
"Geschichtsunterricht,Höhere Schule,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN618778349",,"1892","Geschichte des Altertums","Halle a.S.","Buchh. des Waisenhauses","[]","Geschichtsunterricht","Sekundarstufe 2","Hilfsbuch für den Unterricht in der Geschichte für die oberen Klassen höherer Lehranstalten",,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN826843123","ger","1891","Haus und Welt","Leipzig [u.a.]","Klinkhardt","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch für Mädchenschulen",,"Realschule"
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN826034047","ger","1891",,"Bielefeld [u.a.]","Velhagen & Klasing","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch mit Bildern für gehobene Schulen",,"Realschule"
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN821277286","ger","1891",,"Bielefeld [u.a.]","Velhagen & Klasing","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch mit Bildern für gehobene Schulen",,"Realschule"
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN818583843","ger","1891","Musterstücke deutscher Prosa","Berlin","Gaertner","[]","Muttersprachlicher  Unterricht","Sekundarstufe 2",,,
"Sozialkundeunterricht,Politischer Unterricht,Deutschland,Lehrmittel,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN815236433","ger","1891","Die @Gesellschaftskunde, eine notwendige Ergänzung des Geschichtsunterrichts","Gütersloh","Bertelsmann",,"Sozialkundeunterricht","Lehrmittel",,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN79997644X","ger","1891","Lesebuch für weibliche Fortbildungs- und Feiertagsschulen","München","Oldenbourg","[]","Realien","Berufliche Bildungsgänge",,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN799339857","ger","1891",,"Essen","Bädeker","[]","Realien","Berufliche Bildungsgänge","Lehr- und Lesebuch für Fortbildungsschulen",,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN799335223","ger","1891",,"Hildburghausen","Gadow","[]","Realien","Sekundarstufe 1","Dr. Kühners Neuer thüringischer Kinderfreund",,"Hauptschule"
"Realien,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN791456854","ger","1891",,"Breslau","Hirt","[]","Realien","Sekundarstufe 1","F. Hirts Realienbuch",,
"Geografieunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN789299704","ger","1891","Asien, Afrika, Amerika, Australien","Dessau [u.a.]","Kahle",,"Geographieunterricht",,"Geographische Tabellen",,
"Geografieunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN789274256","ger","1891","Europa","Dessau [u.a.]","Kahle",,"Geographieunterricht",,"Geographische Tabellen",,
"Online-Publikation,Geografieunterricht,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN782966039","ger","1891","Heimatkunde von Leipzig","Leipzig","Weber",,"Geographieunterricht",,,"Reinhold Helm",
"Geografieunterricht,Deutschland,Atlas,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN73995606X","ger","1891","Schul-Atlas über alle Teile der Erde","Braunschweig","Westermann","[]","Geographieunterricht",,,,
"Geografieunterricht,Deutschland,Atlas,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN739808389","ger","1891","Schul-Atlas zum Unterricht in der Erdkunde","Braunschweig","Westermann",,"Geographieunterricht",,,,
"Geografieunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN735644268","ger","1891","Charakterbilder aus Afrika","Leipzig","Hinrichs",,"Geographieunterricht","Lehrmittel","Hilfsbücher zur Belebung des geographischen Unterrichts",,
"Geografieunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN735641773","ger","1891","Charakterbilder aus Europa",,,,"Geographieunterricht","Lehrmittel","Hilfsbücher zur Belebung des geographischen Unterrichts",,
"Geografieunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN735639965","ger","1891","Charakterbilder aus Amerika","Leipzig","Hinrichs",,"Geographieunterricht","Lehrmittel","Hilfsbücher zur Belebung des geographischen Unterrichts",,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN734335792","ger","1891","Der @heimatkundliche Anschauungsunterricht","Gießen","Roth",,"Geographieunterricht","Grundschule",,,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN73183495X","ger","1891","Heimatskunde des Herzogtums Braunschweig","Osterwieck/Harz","Zickfeldt","[]","Geographieunterricht","Grundschule",,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN729081680","ger","1891","Geographie von Asien, Afrika, Amerika und Australien","Wittenberg","Herrosé","[]","Geographieunterricht","Sekundarstufe 1","Erdkunde",,
"Geografieunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN726070955","ger","1891","Leitfaden der Geographie für Mittelschulen","München","Oldenbourg","[]","Geographieunterricht","Sekundarstufe 1",,,"Realschule"
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN72085217X","ger","1891","Landeskunde von Schleswig-Holstein","Breslau","Hirt","[]","Geographieunterricht","Sekundarstufe 1","Landeskunden",,"Gymnasium"
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN72056638X","ger","1891","Landeskunde der Provinz Hessen-Nassau","Breslau","Hirt","[]","Geographieunterricht","Sekundarstufe 1","Heimatkunden",,"Gymnasium"
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN688733514","ger","1891","Rom","Breslau","Freund","[]","Geschichtsunterricht","Lehrmittel","Wanderungen auf klassischem Boden",,
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN685011852","ger","1891","Lehrbuch für den erzählenden Geschichts-Unterricht an Mittelschulen","Freiburg i. B.","Wagner","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Realschule"
"Geschichtsunterricht,Deutschland,Lehrmittel,Quelle","http://gei-digital.gei.de/cms/ppnresolver/?PPN684542714","ger","1891",,"Cöthen","Schulze",,"Geschichtsunterricht","Lehrmittel","Von der Zeit Rudolfs von Habsburg bis zum Schlusse des Mittelalters",,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN684541874","ger","1891",,"Cöthen","Schulze",,"Geschichtsunterricht","Lehrmittel","Von der Zeit Rudolfs von Habsburg bis zum Schlusse des Mittelalters",,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN682995398","ger","1891","Neuere Zeit","Münster i. W.","Schöningh",,"Geschichtsunterricht","Lehrmittel","Aus allen Jahrhunderten",,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN682994413","ger","1891","Das @Mittelalter","Münster i. W.","Schöningh",,"Geschichtsunterricht","Lehrmittel","Aus allen Jahrhunderten",,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN682993778","ger","1891","Das @Altertum","Münster i.W.","Schöningh",,"Geschichtsunterricht","Lehrmittel","Aus allen Jahrhunderten",,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN675917506","ger","1891","Geschichte der Neuzeit","Neubrandenburg","Nahmmacher","[]","Geschichtsunterricht","Sekundarstufe 2","Leitfaden der Geschichte in Tabellenform",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN675916216","ger","1891","Geschichte des Mittelalters","Neubrandenburg","Nahmmacher","[]","Geschichtsunterricht","Sekundarstufe 2","Leitfaden der Geschichte in Tabellenform",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN675906822","ger","1891","Geschichte des Altertums","Neubrandenburg","Nahmmacher","[]","Geschichtsunterricht","Sekundarstufe 2","Leitfaden der Geschichte in Tabellenform",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN672981300","ger","1891","Grundzüge der Geschichte des Mittelalters ","Dresden","Höckner","[]","Geschichtsunterricht","Sekundarstufe 2","Grundzüge der Geschichte für die oberen Klassen der Gymnasien und Realgymnasien",,"Gymnasium"
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN670596124","ger","1891","Unser Land","Wolfenbüttel","Zwißler","[]","Geschichtsunterricht","Lehrmittel",,,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN670393169","ger","1891","Tabellen zur Weltgeschichte","Hamburg","Meißner",,"Geschichtsunterricht","Lehrmittel",,,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN669700789","ger","1891","Der @Freischöffe von Berne","Braunschweig","Appelhans & Pfenningstorff",,"Geschichtsunterricht","Lehrmittel","Aus dem alten Sachsenlande",,
"Deutschunterricht,Deutschland,Lesebuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN665761155","ger","1891","Lebensbilder aus der deutschen Götter- und Heldensage","Leipzig","Voigtländer",,"Muttersprachlicher  Unterricht","Lehrmittel",,,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN664244254",,"1891","Sagen und Geschichten","Merseburg a/S.","P. Steffenhagen","[]","Geschichtsunterricht","Sekundarstufe 1","Leitfaden für den Geschichts-Unterricht in drei konzentrischen Kreisen",,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN664242294",,"1891","Biographien und Monographien","Merseburg a/S.","P. Steffenhagen","[]","Geschichtsunterricht","Sekundarstufe 1","Leitfaden für den Geschichts-Unterricht in drei konzentrischen Kreisen",,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN664196357","ger","1891","Die @drei deutschen Kaiser, der Große Kurfürst und die preußischen Könige","Berlin","Weidmann","[]","Geschichtsunterricht","Sekundarstufe 1","Bilder aus der deutschen und brandenburgisch-preußischen Geschichte",,"Hauptschule"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN663777445","ger","1891","Erzählungen aus der Sage und Geschichte","Hamburg","Meißner","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN663756537","ger","1891","Das @Jahrhundert des Großen Kurfürsten","Berlin","Verl. der Buchh. der ""Dt. Lehrer-Zeitung""","[]","Geschichtsunterricht",,"@Bilder aus drei Jahrhunderten brandenburgisch-preußischer Geschichte","W. Bonnell",
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN663674301","ger","1891","Fünfzehn Bilder aus der deutschen Geschichte","Düsseldorf","Bagel",,"Geschichtsunterricht","Sekundarstufe 1",,,"Hauptschule"
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN663637791","ger","1891","[Das @Mittelalter]","Berlin","Grote","[]","Geschichtsunterricht","Sekundarstufe 2","Leitfaden für den geschichtlichen Unterricht in den oberen Klassen höherer Lehranstalten",,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN663379598",,"1891","Geschichte des Mittelalters - bis 1648","Bielefeld [u.a.]","Velhagen & Klasing",,"Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Weltgeschichte für obere Gymnasialklassen",,"Gymnasium"
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN661911764","ger","1891","Johann Vasmer von Bremen","Braunschweig","Appelhans & Pfenningstorff",,"Geschichtsunterricht","Lehrmittel","Aus dem alten Sachsenlande",,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN656483148","ger","1891","Erzählungen aus der deutschen Geschichte","Leipzig","Voigtländer","[]","Geschichtsunterricht","Sekundarstufe 1",,,
"Geschichtsunterricht,Gymnasium,Lyzeum,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN65647632X","ger","1891","Griechische und römische Geschichte","Leipzig","Bredow",,"Geschichtsunterricht","Sekundarstufe 1","Leitfaden für den ersten zusammenhängenden Unterricht in der Geschichte",,"Gymnasium"
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN656243627","ger","1891","Der @kleine Patriot","Langensalza","Greßler",,"Geschichtsunterricht","Sekundarstufe 1",,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN653935331","ger","1891","Geschichte des Mittelalters","Münster i.W.","Aschendorff",,"Geschichtsunterricht","Sekundarstufe 1","Grundriß der Geschichte",,"Gymnasium"
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN653904401","ger","1891","Leitfaden für den staatsbürgerlichen Unterricht auf höheren Schulen","Brandenburg a. H.","Haeckert","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Realschule"
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN647879654","ger","1891","Brandenburgisch-preußische Geschichte","Paderborn","Heydeck",,"Geschichtsunterricht","Sekundarstufe 1",,,"Hauptschule"
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lehrerband","http://gei-digital.gei.de/cms/ppnresolver/?PPN647816563","ger","1891","Die @vaterländische Geschichte in der utraquistischen Volksschule","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Hauptschule"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lehrerband","http://gei-digital.gei.de/cms/ppnresolver/?PPN647741490","ger","1891","Charaktere aus der neuen deutschen Geschichte vornehmlich in zeitgenössischer Schilderung","Berlin","Mittler",,"Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN64773978X","ger","1891","Geschichte Preußens in Einzelbildern","Danzig","Gruihn",,"Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Höhere Schule,Sekundarstufe,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN64762897X","ger","1891","Kurfürst Friedrich I.","Berlin","Voss",,"Geschichtsunterricht","Sekundarstufe 1","Unter der Herrschaft der Hohenzollern",,"Berufsbildende Schule"
